playcounts,name,fav,introduce,director,step,actor
,犬心犬意,,简介：毛毛，一只原本又笨又怂的平凡狗狗，因一档家庭情感纠纷解决栏目《有话好好说》一夜爆红。然而华丽的转身，却只带来短暂的幸福。毛毛因其“明星狗”的身份， 吸引一偷狗团伙将之绑架，并向其家人索要“巨额赎金”。警方剿灭了偷狗团伙，但毛毛却意外走失，从金窝到泥潭的瞬间轮回，让毛毛尝尽了人间的苦难，然而不论面对多么残酷的境遇，它都坚强勇敢的面对，用自己的小小能量与坏人抗争，捍卫自己生存的自由，这一切，只为找回它原来的主人。,杨梓,,"张佳,周天保,侯奕辰,亓建稳,杨子超,李贺嘉,熊炫森,张伟"
,双灵,,简介：都说女儿是爸爸前世的情人，能一直陪在相爱的人身边，可是真的当你的情人临死前告诉你她至死的愿望就是要做你的女儿时，你会怎么办？更可怕的是，你的老婆告诉你她怀孕了，时间恰恰是情人去世的那一刻，而只有你知道你情人的真正死因......,张悦,,"史恩旗,刘凌薇,韩雨桐"
,格斗娇娃,,简介：一个天赋异禀却身负家仇的心事少女、一个有心无脑却力大无穷的农村扛把子、一个叛逆任性却家庭至上的白富美富二代、一个执着梦想却伤病围绕的知心导师，四个女孩子，四段不同的人生轨迹，因为格斗而走到了一起。在这片大家共同热爱的舞台上，她们有误会、碰撞和较量，也有理解、关心和支持。青春，在她们身上绽放出了最美的色彩。,王韬,,"温心,高韵,姜佩文,李珂如,Murtaza Abbas"
,租个男友过新年,,简介：龙娜是一位职场金领剩女和霸道总裁，被妈妈催婚，无奈接受阔太闺蜜的租友计划，没想到却是变相的相亲，失望的龙娜中断了租友计划，却遇到了新来的男助理张传奇，而张传奇竟是她未见面的被租者。于是“终是有缘人”的职场版“杨过恋上小龙女”的酸酸甜甜爱情故事上演了,王润丰,,"张传奇,斯琴高丽"
,陷身,,简介：段峰是韩国海归演员，因热忱于拍戏，哥哥段山斥资力保段山成为大片《谁在禁头》男主角，为庆祝，段峰与段山，嫂子黄心晴及其好友陆羽到酒吧买醉，偶遇同学目中无人的小演员钟小茵，钟小茵离开酒吧后被暗恋自己多年的齐航送回家，怎料竟成最后一面，钟小茵扬言要出发拍摄《谁在禁头》后家中被盗，杳无音讯，众人与警察秦汉唐上路寻之，旅途偶遇劫匪，诡事不断，被尾随跟踪，直至剧组竟无人知晓钟小茵……跟踪者齐航对钟小茵行踪毫不知情，焦头烂额，在众人毫无头绪之际钟小茵的尸体竟出现在了剧组的道具中。,胡毓臻,,"张婷婷,葛杨曦,钱磊,王威"
,布拉格秘境,,简介：深藏湖底的六棱水晶，暗藏百年密闻；查理大桥上的世纪圣象，竟非真迹；15年未上演的《浮士德》，忽然造访布拉格。孤魂般的人影、穷追不舍的恶徒、水晶中折射的玄机、神秘的古书、1637年的古井、失传的宝藏......幻境下的真相为何物，寻宝故事才刚刚开始。,MASAMI KAMIYAMA,,Hyun Wanner
,魔界判官,,简介：繁华都市一个平凡的夜晚，连续发生多起诡异伤人事件，身世非凡的赫灵出手相止。古灵精怪女孩慕若云无意招惹到阴暗怪物，危急时刻被赫灵相救，赫灵带慕若云见福伯，福伯洞见慕若云前世，于是收之为徒。原来在看似平凡的世界里，隐藏着一些特殊的人形魔类，并化之为魔界，数年来，魔界和人类互不相犯。近期魔界动荡，堕者逆道，不仅入侵魔界权力中心长老会，而且频繁侵害人类，相传失踪千年的巫妖王开始行动了。为维护人魔两界太平，长老会决定重启判官计划，经过甄选的四位年轻判官将要面对怎样的考验？能否担当重任？千变万化的巫妖王究竟身在何方？请一起踏上千难万险的降妖屠魔征程……,谈宜之,,"叶丹,姜星呈,陈杨子,蒋德亮,张多,徐浩然,储毅"
,校花时代,,简介：钢琴大师变身老戏骨，郎朗师妹首战影视圈；韩国小鲜肉倾力加盟，金童玉女演绎传奇跨国恋；绝代佳丽国色天香，骨灰美女争芳斗艳；学习《老炮儿》好榜样，导演客串屌丝男！中国校花，揭示神秘符号；韩国校草，掀起动感热浪；友情与爱情，交相辉映；古典与时尚，珠联璧合！让我们一起再看流星雨——《校花时代》。,兰若,,"金道雅,张筱玥"
,绑架腹黑少女,,简介：白领女孩丽莎是个没有社交底线的人，随意调侃和攻击别人是她的自我保护方式，这一日丽莎莫名的被古怪神秘男子跟踪并将其绑架。这个神秘男子自称阿二，他要和丽莎做个游戏，用丽莎的“社交人品”来决定她的“生死”。在交流过程中，阿二跟丽莎一起回忆丽萨曾无数次通过社交方式攻击身边人，同时片中多次映射出神秘杀手阿二性感古怪异常。在命悬一线之际，丽萨反而更加顿悟曾经生活中是多么的荒唐，对自己的言行很是懊恼，恰是这真诚悔悟的过程另故事全篇情节逆袭，由死到生究竟丽萨是如何幸运的从性格怪异的神秘“杀手”阿二逃脱的？更多的故事期待你的开启。,刘茜茜,,"顾权,孙瑜"
,天下无坑,,简介：为寻宝碗屌丝李瓜瓜从大山里来到大都市！坐在路边的他被经过的女主角当成是要饭的乞丐而施舍了手里打包的剩饭！高富帅宁观海因为痴迷习武，被一伙诈骗分子利用，骗光身上的钱财后，又倒霉的被一个黑公司骗到工地打工！三人经过机缘巧合相遇相识，共同走出一个又一个埋在他们面前的坑。,石明,,"刘凡,郭芯榕,韩宇鹏,王志峰,薛泽源,黑戈"
,麻将门,,简介：影片讲述了一个几百年前至今隐藏在民间神秘而古老的门派，打击罪恶的故事。立意鲜明：无论真英雄，假英雄，无论你是什么人，你在做正义的事情的时候，你－－就是英雄！人人都可以做英雄，也应该多做几回英雄；呼唤当下社会缺失的侠义精神。,大V,,"张昕宇,陈敬德,王凯"
,冤魂不散,,"简介：此故事讲诉了祖孙三人相依为命，日子过得很贫苦,为了生存来到城市打工，没有文化的小敏做起了保姆!酒后乱性的老板把他给强暴了，事后怀孕，老板娘知道后挺而走险,居然买凶杀人，连同腹中的胎儿一起被杀害了,埋尸在小树林里···女孩成了冤魂来到人间作怪，正当道长要把女鬼魂魄打撒之时,女鬼求饶!并讲诉自己生前悲惨的身世，众人纷纷泪下,表示同情,道长也非常同情，并超度她,让她早日投胎做人,超度法事做完以后,女鬼感恩的投胎,被缠男子拿起手机拨打110,一个月以后,老板娘和凶手都落入法网········",蒋伟剑,,"赵倩雯,骆征东"
,疯狂的要账,,简介：长江和迷糊是电台主持人，一天迷糊找长江借 30 万，说是有急事。长江碰巧没钱，但是有人欠长江 30 万，二人经过商量后，开始要账之旅。路上遇到了等待结账回家的农民工小刘，一场误会后三人结队，小刘带着他们去找欠债的包工头。没想到包工头没钱反而耍横，于是长江找来了自己社会上的大哥，教训了包工头，本以为到嘴的鸭子飞不了了，不曾想包工头真没钱，于是带着他们一起去找另一个欠他钱的人。到了地方，看到欠钱的人在这里胡吃海喝，包工头压不住心中的怒火，冲上去就打，一顿混打之后，从老板口中得知，真正的大老板是吴总，只有他能支付得起所有人的费用，被逼无奈，他带着大家去了最后的终极 boss 家，这时迷糊接了一个电话，与长江确定了地方，便匆匆离开。大家到了门口与保安争执后，见到了欠钱大亨吴总。吴总温文尔雅，咬文嚼字，就是不给钱，还用枪吓唬农民工，农民工说自己孩子有病，家里也需要这些钱过年，可吴总就是不听，还讽刺农民工。农民工被逼无奈，以死相逼，扣动扳机才发现是打火机，吴总骑虎难下，只得掏出手机打电话要钱，弄巧成拙，欠钱的人正是迷糊，迷糊并不知道长江他们去的就是吴总公司，故骗吴总说自己在澳洲，一两天就回来。短暂离开后，迷糊到了吴总公司，一看旁边的长江等人，再一看吴总，傻了眼。吴总说迷糊才是真正的欠债的人，农民工就把锋头转向了迷糊，说他跟吴总是一伙的，设计了计谋假装帮他。这时长江站出来问迷糊，这才揭示了事情的真相。原来迷糊一年前背着家里匿名资助了一个白血病患者，而这个孩子正好是农民工的小孩，农民工急忙跪谢，被迷糊扶起来。现在马上就进入最后的治疗，资金却短缺了。于是才向长江借钱。了解到这种情况，吴总给大家都结了钱，迷糊的钱也不用还了，算到了吴总成立的慈善基金里，孩子也通过电台宣传，得到了社会各界人士的捐助。农民工也坐上了回家的班车。一封长长地感谢信在收音机中读起，经过大起大落的人们，又开始了新的生活。,图拉古,,"长江,迷糊,李春月,宋炳杰,刘耀,彦廷"
,女团杀人事件,,简介：一个多月前，B大校花李可萌跳楼自杀身亡，起因是她和男友在试衣间的激情视频被传到网上。中元节（鬼节）晚上，也是李可萌的七七“还魂日”。朱小彤（李可萌的生前好姐妹）在网上直播时，结识了一个出手豪阔的神秘人。“神秘人”在QQ 上给朱晓彤发来李可萌死前的最后一张合影以及灵异网站的内容。朱晓彤认为这是她朋友鬼节的恶作剧，于是她连线那几个在照片中的人：自己的男友、闺蜜、闺蜜男友以及屌丝极客男，试图找出这恶作剧的始作俑者 - “神秘人”的真正身份。然而，随着朱晓彤和神秘人在网上的互动，她开始感到恐惧。她在视频通话的镜头前亲眼目睹自己的朋友们像遭到了诅咒一个个离奇死去，却无力阻止事件的继续发展。最终李可萌死亡的真相也一步步被揭开。,李凯,,"李钰婕,苏娜,任珅,柴浩伟,杨默,扈天翼"
,捉妖大队,,简介：某高级女子学校出现了一系列匪夷所思的自杀事件，天师家族后人金玲受学校所托前来镇邪。镇邪过程中，怨灵莫离连杀五人，金玲莫离两败俱伤。不得已，金玲请出古墓僵尸秦立，协助镇邪。通过调查，镇邪三人组发现莫离杀人背后还有主谋，而教学主任王振邪气缠身，有重大嫌疑。经过盘问，王振交待自己失手杀死莫离，因而莫离怨灵前来复仇。三人组经过分析，认为王振并非幕后主使，此时传来消息，王振车祸丧生，证实了三人组的猜测。为了保护余下两个未受害的女生，三人组在学校布下大阵，等待莫离现身，没想到叶辰出现破了大阵，莫离将逃之际，三人组合力将其制住，这时郭静却出来表示自己就是密谋一切的幕后主使。三人大惊之下，被郭静突袭成功，莫离再次将逃之际，被秦立用身体封印，金玲无奈，只好一剑刺入秦立身体。,张勇,,"牟凤彬,蒋希希,李雨晴,杨予菲,王超"
,泰惊魂之古镜,,简介：喜欢古董的叶帆来泰国旅游，在恰图恰周末市场淘古董，偶遇一个极美的古镜，但他不知道的是这只镜子之所以无人问津，是因为一旦有人买了它，半夜就会有人从镜子里爬出来!,苏克新·阿卡帕,,"李可,张皓森"
,男模风云,,简介：电影《男模风云》是北京伟创星锐文化传媒有限公司、中华男模网、小乐国际时尚产业集团联合出品的国内首部男模题材电影。屌丝男谢俊峰逆袭成名模，迷倒绝美孪生姐妹雪薇和雪菲，羡煞旁人。高冷男神陈晟熙，上位靠手段，终成首席。他美女粉丝如云却偏爱经纪人雪薇。同样是模特的双生兄弟却沦落夜场，被模特老总公司王大海包养。王大海的义子凌枫因父亲丑事败露，公司面临危机，一蹶不振，经俊峰帮助走出阴霾。,李婷姗,,"王珊,王璐,佳灏,陈浙西"
,我们的青春何去何从,,简介：电影《我们的青春何去何从》根据同名小说前传改编。以当下火热的青春故事为主线，讲述了一个扑朔迷离、一波三折的故事：如果有一天当你发现你年少时疯狂追求的女孩并不是你想象中的那样，你会怎么做？,王启超,,"李杉,柳洁,李莫鑫茹,谭博文,唐海,黄楷诚"
,疯狂IP,,简介：37有一个梦想，就是想象李安一样熬到37岁成名。所以他努力勤奋工作，接触不同的圈子。为随时要降临的成功做着准备。当他亲手炮制着一个又一个的热门ip的时候，他也才真正意识到，他离他的成功越来越远。所以，他举起了他手中的枪，要清理掉那些会阻碍他发展的IP。这是一个疯狂的举动......,胡开伟,,"山东,NiNa,胡之汉"
,为房痴狂,,简介：为房痴狂，主要以马克几个家庭背景为题材，在房地产蒸蒸日上的年代， 几个家庭选房不慎， 开发商坑骗业主，给家庭带来了矛盾，两夫妻为房离婚，小青年准备结婚，没房和女朋友分手 。 有业主因房而喜、为房痴狂的几个家庭尝尽人生酸甜苦辣。,李振,,"徐黄丽,张美娥"
