playcounts,name,fav,introduce,director,step,actor
,降魔传,,简介：在中国几千年的文化传承中流传着诸多人、神、妖三界有关的玄幻故事传说如《白娘子传奇》《八仙过海》等等，人们总是对玄幻的世界充满了好奇。《降魔传》则讲述了道教弟子——看护太合殿太衡宝盒的道童张小虎因心慈善怜，相信了美丽兔妖的百般请求，意外开启了尘封已久关押着众妖的太衡宝盒，导致被镇压的众妖四散奔逃且纷纷逃到了结界之外，重现人间。张小虎带着师傅所赐的玉佩进城助其寻找有缘人方可一举降服群妖。,许栩,,"傅筱,于歌"
,临沂车神之屌丝求爱记,,简介：近期，江湖上有一个关于车神的传说。他叱咤风云、车技一流、阅豪车无数。然而，在现实生活中却是另外一番景象，让人哭笑不得。由于车神求爱心切，又遇情场兄弟级对手，情路坎坷矛盾一次次被升级。兄弟二人求爱之战拉开序幕。斗智斗勇、绞尽脑汁、施尽求爱技巧，用尽财力、脑力。女主貌美如花，属现实豪放派；一次次的选择，一次次的失败。车神途中豪车又意外受损，几经周折，两人纷纷加入豪车聚会。女主却迟迟未到。最终两人幡然醒悟，总结经验、找出问题根源解决问题，心灵由此升华。往日历历在目，经验教训被深深的印刻他们脑海中。两人求爱之路各放大招，看最终花落谁家。,夏浩南,,"夏浩南,刘蓓玲,姜东,王耀力"
,穿越侠,,简介：摄影师阿星爱着女友颜高，同时也喜欢着模特刘熙。得知阿星向颜高求婚后，刘熙痛苦万分，在一旁一直暗恋着刘熙的王医生展开一系列疯狂的行动。颜高失踪，阿星不断寻找，每当阿星喝下赞助商送的矿泉水后，总会产生穿梭时空的“错觉”。通过太阳离子运动发生物理电波的奇异现象，阿星意外的发现利用报话机会穿越到不同的时空，从此走上了穿越侠之路。,张腾飞,,"傅天骄,文琦"
,火玫瑰之丛林有狼,,简介：都市白领叶倩彤接受总裁男友汤若成求婚，而就在当晚男友毅然出差外地。叶受邀参加闺蜜朱莉颖的派对邀请，惊诧的发现男友在派对上与一辣妹火热。恼羞成怒的她想要揭穿小三，却被告之自己是小三，然而更令人不解的是，她竟然还是闺蜜的“小四”，于是爱情碟中谍的故事就这样展开了……,阿峥,,"沈璐,齐炫宇,唐秦,袁乙心,彭波"
,我不是奇葩之疯狂沙滩,,简介：故事发生在一个美丽的海滨城市，电视台在风光旖旎的海水浴场举办了一场《奔跑吧比基尼》选秀活动，一时间美女云集。海滩上充满雄性荷尔蒙的肌肉健身队闻风而动，誓与比基尼选秀一争高低。网红主播奇葩酱以独特的表演方式惊诧四座，也引来网红推手罗体胖的关注。然而奇葩酱却拒绝了罗体胖的网络推举，罗体胖大惑不解。反串达人郭天波的《贵妃醉酒》惊艳四座，却招来了一系列意想不到攻击和陷害。罗体胖原以为参加选秀都是为了追名逐利，当后来得知奇葩酱的缘由和郭天波的身世经历时，大吃一惊。,张敦森,,"张钰,王哲,郭天波,薛丽文,杜霄阳"
,同居特工,,简介：作为特工团队中的尖端人物李桥(徐杰饰)是个在领导眼中上天入地、无所不能的超级特工。他总能用各种奇葩的方法很酷也很意外地解决一个大问题。然而，特工组织面临解散，昔日风光无限的李桥失去了经济来源，只好委屈到一个公寓中与活泼可爱的女室友小鹊(何蓝逗饰)同居，就此两人展开了一段惊险刺激又奇葩搞笑的故事...,郎宏伟,,"金小小,徐杰,何蓝逗,陈相丞,李海鹰"
,美女记之白蛇新传,,简介：千年轮回，美蛇妖白素贞一缕冤魂穿越到人间寻仇，时下屌丝许宣正为谋钱财与兄弟杜海诈骗为生，不想，一次偶然的业务介绍遇到白素真。当一切真相大白，杜海却绝地背叛，让他们又掉进另一个复杂的阴谋当中。一切何去何从，谜题将会一一揭晓……,张家诺,,"韩与诺,张星宇,张雪艳,曹翔,曹雷"
,如果青春不曾逝去,,简介：学生生涯，宋唐对张良求而不得，无论她怎么讨好他，威胁他，他都不为所动。等到宋唐离开后，他才发现。不知从什么时候开始，这个嚣张的女孩已经成了他心中的一根刺，每每想起，都是彻骨的痛意。,古训超,,"曹鹏辉,邢莹"
,灵骑尉,,简介：一位普通少女小玉因抱打不平结识灵骑尉成员张昊，两人是天生的一对欢喜冤家。在两人吵吵闹闹之中，小玉无意卷入了一场驱灵的任务当中。在小玉协助张昊驱灵的 过程中，她发现鬼和人一样都是有灵魂，有情感需求，有人性柔软的一面。最终这些留在人间不肯离去的鬼魂通过亲情、爱情等感情沟通的方式把生前的误会、遗憾 化解之后，也就自动驱散了。,徐旭,,"陈国梁,焦中慧,陆冠豪"
,萨满仙师,,简介：富家子弟任斌一直与大哥唐坤一起混社会，可是最近一直忧心忡忡，他总能看见鬼，而且那个女鬼与唐坤等人有着莫大的关系！虽然唐坤百般安慰，可任斌撞鬼的次数越来越多，在崩溃的边缘，一位神秘的萨满仙师走入了任斌的生活，随着萨满法师与厉鬼的较量，一场隐瞒了三年之久的强奸杀人血案，渐渐露出真相！,宋赞,,"靳君,高雅欣,巫晓鹏,孔小铭,杨梓琛,孙嘉祥"
,藏尸恋,,简介：被噩梦纠缠的美貌少妇，求医时意外发现一个肾脏不翼而飞！而随着侦缉队长抽丝剥茧般的全力调查，这场看似意外的医疗事故背后，赫然是医院停尸房内尸体器官不断被红衣女鬼吃掉的悚人秘闻，医院护士们的闪烁其词，这些究竟是有意还是无意？凶手是人是鬼？被女鬼吃掉的尸体背后还隐藏着什么秘密？红衣女鬼的真相是什么？随着重重调查的深入，就在真相即将浮出水面的时候，亲人和同事却接连遇害。悲痛中，侦缉队长发誓一定要找到真相。,"高永革,魏巍",,"武文佳,张津赫,张德明"
,春眠不觉晓,,简介：加入生理研究协会的杨大伟，第一天夜里就被人涮。次日白天裸体于公共场合，险些被当成变态。食堂里，黑丝女和高富帅吃饭时，不小心被猪大肠噎到，幸好杨大伟及时相救，同时也吸引了女神晓丹的注意。杨大伟对晓丹一见钟情，并在法语课上救了作弊的小丹。其实，大伟的舍友神棍，眼镜，小军，早已经与小丹的舍友淼淼，思雅，小南在生理协会相熟，并和社长一起引发过种种闹剧。之后，大伟宿舍的四屌丝的和小丹宿舍的四美女在ktv加深感情。大家都开房愉快，唯独大伟被高富帅横刀夺爱。幸好大伟一众舍友屌丝的帮助下，用装鬼和假怀孕等妙计成功逆袭。但此时校园里真正的阴影正袭向晓丹。,屈柏成,,"舒贵林,邹旭峰,李俊睿,汪嘉瑞,张倩,徐慧茹"
,疯狂大宝剑,,简介：博物馆新展出的文物--青铜古剑，遭到了各方势力的垂涎，国际女盗萝拉受雇神秘买家而来，初次进城的笨贼兄弟李风和刘黄却阴差阳错辅助萝拉得手宝物，但是交易途中宝物落入心狠老练的黑帮老大茂哥手中，萝拉布局“美人计”夺回宝剑却惹怒茂哥，于是暗藏黑心的茂哥手下黑子派笨贼兄弟追拿萝拉和宝剑，在前有黑帮势力的堵截，后有警察追踪的一路上，各方势力展开了明争暗斗的较量，神秘买家到底是谁？最终宝剑又会落入谁手？,蔡明,,"赵骏,唐豆豆,于惠侨,张钧译"
,幻象催眠,,简介：自认即将过期的杨美厉向交往了5年的男友刘一泽主动求婚被拒了，这一消息在朋友圈中炸开了锅，杨美厉伤心失落的约了闺蜜团喝了一顿大酒，当晚浑浑噩噩的走进了一个幽深的巷子，莫名收到了一个电子闹钟。隔天醒来，杨美厉却发现，记忆中的男友刘一泽消失了，取而代之的，是一个完全陌生的自称是刘一泽的男人。,钭大福,,"杨筱敏,袁宗轩,文熙,蒜先生,姜星丘"
,杀人日记,,简介：艺人叶小曼在经纪人宋熙一手精心栽培下成为了偶像团队一员，但是好景不长，所在的女子团队面临解散，叶小曼不得不退出团队，转型一名演员，接演了人生第一部电影名叫《心有鬼》，作为一名偶像艺人的转型，所有人都带着有色眼镜看待叶小曼，叶小曼努力苦闷的同时，又接二连三收到恐吓信件，压力颇大。经纪人宋熙把粉丝信件交给叶小曼，回到家的叶小曼，打开信件发现在信件上记录着一个私人网站，叫做叶小曼的日记，日记里，每天记录着叶小曼的心情和各种细节事件。叶小曼回忆日记里面写的及其真实，似乎就是自己所写，并且日记中写出了自己心声，叶小曼开始恐慌，生活里似乎有一双眼睛时刻盯着自己，恍惚间似乎能在现实空间中看到另外一个自己。慢慢靠近自己，就在这个时候叶小曼眼睛突然一黑……,王立康,,"何欣烛,王紫格,蒋余顺飞,毕宸炫"
,青春期-原来你还在那里,,简介：毕业季即将到来，主角李文宇是一个宅男。从大一开始就喜欢舞蹈女神夏荷，但除了默默为她做一些事外，一直不敢出现在夏荷面前。在舍友的帮助下，展开了帮助李文宇脱单的行动。但霉运光环一直在李文宇的头顶，每当他要做出行动时，都会有各种各样的问题出现，最后都以失败告终，因此引发各种爆笑事件。但在李文宇对夏荷的关怀之下，夏荷终于敞开了心扉，接受了李文宇的爱情。而他们将要面对的，是毕业后的离别。,杨海波,,"吴尧杰,高唱,赵莹,肖焱"
,权力游戏之死亡空间,,简介：六一、夏天、陈伟庭、路升和阿斌这5个年轻人生活在“星火路”，每到晚上，他们都会做一样的噩梦——梦里有一个男人，总是穿着一件黑色皮衣，戴着帽子，半遮盖着一张瘆白的的面孔，手指是一片片锋利的刀片，而且他们还都能听到他发出的异常恐怖的声音。一个接着一个，他不断地梦境中恐吓着他们，他是梦中世界的真正的主宰，唯一摆脱他的方式，就是苏醒过来。阿斌、夏天、路升相继惨死梦中，六一和伟庭开始探寻事情的起源，却发现父母有意隐瞒。但是事情远远没有他们想象的那么简单，故事得从18年前的一个幼儿园说起，这背后隐藏的是一个恐怖的真相！,陶勇,,"周翔,杨子美,刘朕利"
,悬疑片,,简介：兔女狼系列电影第一部。青春美少女小丽突然在一个地下囚室醒来，同时还有俩位姑娘。小丽以为是共同的受害者，小丽途中多次求救无果，并被强迫各种非分要求。 随着事态发展真相一步步揭开，小丽强打精神与真凶斗智斗勇…   …失联女孩小丽能否逃出生天？,周天,,"金士城,若淇"
,顽笑,,简介：故事发生在当今社会，宋明辉、李一天、小安，三人带着各自对生活的理解，各自隐蔽的生活经历。展开了一场情感与生活的角逐，但宋明辉渐渐发现，在这场角逐的后面，却有另一个人决定着他们的命运，她就是神秘的乐乐。于此同时李一天也发现了宋明辉与乐乐又有着某种关系，李决定要揭开这真像。小安与乐乐，一个显身在白天，一个出没在夜色，她们之间又有着怎样的联系。然后，在一次聚会中，四人却同时出现，他们之间的故事将如何发展命运又将如何……,宣扬,,"陈玉,段冉,陈扬子"
,迷途之兵痞,,简介：本故事讲述一个退伍军人，回到社会后，各方面显得格格不入，受到一些列打击、诱惑误入歧途，然而由于内心的正义感终与恶势力战斗，兄弟的并肩与兄弟的背叛使他迷惑不清，三年后又是一个怎样的结局，他的命运该何去何从？等待他的是爱情还是黑暗？,张牧川,,"张秦山,完颜羽珊,广帅,陈伟,蔡雨辰"
,衰鬼记,,"简介：千年前,道长玄机,玄奇,用毕生法力将魔力无边的鬼王“无天”封印在了竹林之内。“无天”,从此被遗忘在江湖 的传说中。孙天一,最近可谓是诸事不顺,女友车丽丽的背叛,老板的压榨,股市的崩盘,公司内不断出现的“怪 事”,唯一的亲人爷爷也不幸辞世,这一切都让他觉得仿佛天塌了一般。失落的他只能回到家中,但仅有的可以庇护 自己受伤心灵的房屋也已经被强制拆迁。没了住处的孙天一只能搬到了爷爷给他的遗产,一所偏远郊区的房子里。",安熠格,,"何欢,许君聪,卜钰,李颖"
,哎哟青春期,,简介：秦小汉是一个80后，也是个不会演哭戏的演员，尤其是在感情戏中，一次在片场拍摄感情戏因为哭不出来被导演痛批，深感伤自尊的秦小汉决定重回大学校园学习表演，不成想在学校遇到了不同性格的室友，还经历了一段刻骨铭心的感情，使秦小汉真正找到了演哭戏的灵魂——情感经历，秦小汉的感情之路和演艺之路都将何去何从？,王渤钧,,"秦汉擂,童可可,阿悄,徐浩,朱元冰,Miro,印子月,李魏西"
,情事日记之窥心者,,简介：本片讲述沈铭（李鹤饰）外表是一个普通的公司职员，但是他却身怀异能，能够听到失恋者心碎的声音，是一名窥心者。他特别想去修复那些碎成渣渣的失恋的心，他组织了一个“失恋战士联盟”，自封为“失恋治疗师”，为同事鸥小美（张欣琦饰）及刚毕业大学生（陈熙文饰）疗伤的过程中，带出的种种故事。但其实沈铭自己的心底也有过一段伤痛，在“治愈”那些伤心人的过程中，他自己的心灵是否能得到修复？,吉米,,"李鹤,张欣琦,祝向阳,陈熙文,俞杰奇,马丁,杨光,周景春,郑梦雪"
,姐妹,,简介：一个幸福的家庭，因为一次意外，从此不再完整。家里所有的担子都落在了还在上学的妹妹身上。由于变故，腿伤后的姐姐变得孤僻，妒忌。而妹妹不得不与父亲靠卖艺为生。直到有一天，妹妹因过度劳累而离开了这个世界。姐姐突然醒悟，并在好心人的帮助下，重登舞台。在她成功的那一刻，她依然心存惭愧，她举办了公益汇演以示对妹妹的纪念。,高欣生,,"刘奕彤,张丹丹,潘方,冉辉"
,钱形迷宫,,简介：明顺和羽芬打探到骗了自己60万的混混毕三住到一个郊区度假村，于是二人来到度假村捆了毕三，准备要动用私刑逼迫他还钱，为方便行事两人住进了度假村一家旅馆。手持60万入住在隔壁的老包看上了羽芬，撺掇前来追债的老王拆散明顺和羽芬，却又骗旅馆内的风骚服务员丽娜去引诱老王以求包养。被毕三机缘巧合下逃脱的明顺和羽芬意图玩场仙人跳从老王处取得60万，而引诱失败的丽娜也鼓动逃出的前男友毕三绑架老王。最后60万何去何从，明顺和羽芬是被老王拆散，还是玩仙人跳成功，谜底且待隔壁老王为你揭晓。,羽中,,"孙亦凡,陈泳妍,高翔宇,崔航,董元庆,王笑龙"
,意许遗诺之前世今生,,简介：杨贵妃偶穿越，遭变男儿身，看他如何斗过腹黑女，虏获霸道总裁！,李恰,,"张承阳,谭渤霖,梁晶晶,雷洋,罗嘉孟"
,疯狂的箱子,,简介：许军和周芸两口子，努力奋斗了小半辈，终于积攒下了新房的首付款，可就在他们前去交付房款的最后一刻，意外突然而至………       终日没有正经营生的混混儿王彪，经常在公园内假冒算命先生骗些钱花。直到有一天被人揭穿了身份，逼着去做了一件见不得光的勾当，本来以为得了一笔意外之财，却不想……       张大炮掌控下的贩毒团伙，率领旗下干将齐愣子和一干小弟，操纵着本市为数不少的毒品交易。正当张大炮和情妇妮儿缠绵的时候，齐愣子慌慌张张的打来电话，交易的毒品被人骗走了……       九哥，这个身负多起抢劫案的通缉逃犯，乔装改扮逃入本市后，无意间发现了一桩可以让自己一劳永逸的买卖，几经周折后，终于……勤劳善良人的愿望得到了实现，恶贯满盈人的下场得到了惩罚。,海歌,,"蒋德亮,盛君,段斌,王紫怡,周剑飞,杜峰,刘艺,李伟,杜敏"
,恋爱禁区,,简介：影片讲述一个单纯少女爱上霸道总裁之后，由不懂爱到慢慢爱，由慢慢爱到恨，由恨到爱恨交织，最后复仇的心灵成长之路。各个性格的年轻人之间的友情，爱情相互交融。影片中虐恋元素让人心中扭曲的欲望得到完全展示。,李昊森,,"李硕,陈乔希,周培培,王乃超"
,超级异能人,,简介：金良和紫文自小在孤儿院长大，他们一直在寻找自己的母亲，在寻找母亲的过程中，他们发现自己具有异于常人的超能力。大学老师谭目告诉了他们关于自身超能力的真相，并且和他们一起对抗穿越而来要杀死他们母亲的机器人哨兵。在谭目的帮助下，紫文和金良找到了自己的母亲，而且得到了一个意外的消息，他们还有一个弟弟叫思凡。,郑睿,,"张亚飞,朱美璇"
,飘雪丹心,,简介：寒冬腊月漫天飘雪，吳依艰辛波折爬上神往的终南山山谷，途中意外受伤昏迷，奇遇世外神秘道长（侯道長）搭救，得道重生必将面临重重考验，跟随师父清静无为的修行也并非易事，尘世罪孽深远无依不断心魔滋生，师父指引无依日夜苦练睡魔，滚石，冰禅等，修行渐入佳境。然而，凡俗的恩怨是非并无了结之日，公安刑警陈警官（陈伟饰）带领下属几经搜寻，是日，深山里与无依相遇，双方展开了惊心动魄的打斗，无依入狱。,龙志颖,,"陈伟,吴依,罗羽豪"
,戏凤威龙2,,简介：三个逗逼男和三个不同类型的女孩，一向自恃泡妞高手的白龙江，碰上了爱情高手颜雪，男人和女人之间妙语连珠、嬉笑怒骂，耍宝耍计，一场情场撕逼大战笑料百出。曾小帅因心里装着韩诗瑶，对杜莎莎始终上不了心，但也逐渐对这样一个富家女产生好感。破获了假钞制造大案后，在杜莎莎的生日会上，韩诗瑶和曾小帅偶然相逢，原来韩诗瑶和杜莎莎是高中同学。摆在曾小帅面前的两个女人，一个是自己梦寐以求的韩诗瑶，一个是条件优越并喜欢自己杜莎莎。两个女孩在曾小帅面前争风吃醋，献媚献情，更多闹剧层出不穷。,莫云,,"孟瑞,陈星池,李俊浩,曲昱瞳,隆妮,王若瑄"
,惊魂摆渡之蛊怨,,简介：沈丽是全职太太，老公是企业公司老总，是什么让这么一个生活上无忧无虑的女子每晚噩梦牵绊，冤鬼缠身！好友小玲的死是否跟她有关？是对小玲的愧疚还是她的宿命？一个打扮诡异的降头师女子突然的到来让沈丽又惊又怕，同时却感到一丝好奇。降头师的背后有着怎样的离奇。她们如何相识？降女会帮她摆脱困境？蛊术的魔力是诅咒还是牵绊？蛊虫的吞噬下，事实的面纱留着鲜血。灵魂是得到解脱还是升华！,董典哲,,"彭京粉,徐佳汇"
,重生三国之刺杀张角,,简介：该影片主要讲述了天才科学家亮先生制造了曹操(阿曹)、张飞(阿飞)、关羽(阿雨)三个克隆人，通过时光穿梭机让此三人回到三国时期阻止拥有法术的张角完成大阴谋的故事。,陈伟祥,,"王毅凡,王中楷"
,无热血不青春,,简介：这是一个关于青春、黑帮、梦想的故事。疯子、阿伟、大头、小宝四人是高中同学，因为对音乐的爱好四人成为好友。然而，青春是美好的，也是残酷的，疯子因为混黑社会而坐牢，大家毕业后也分别走上了不同的人生轨迹。若干年后，疯子出狱，大家却因为阿伟举办音乐节的梦想又紧密的走在了一起……,楚人勤,,"程紫城,谭洁,黄静逸"
,冷笑话之王,,简介：屌丝哥恶搞众人，固定演员演绎着并不固定角色的笑话集。每个人都有疯狂和屌丝的一面，《冷笑话之王》希望可以抓住生活中每一个值得玩味的点，用夸张荒谬的手法进行变形，进而疯狂自嘲自贱，在犯二中，达到了娱乐自我和娱乐大众的目的。,芦伟,,"芦伟,夏仪斌,廖天伟"
,身边的恶魔之绝不放过你,,简介：开发区区长妻子失踪，经过行为分析师凌度带领的团队，层层缜密侦查推理，他是谁？终于有了答案。经过一场惊心动魄的追铺与反追铺，高智商犯罪也逃不过具有专业素质的侦探的法眼。最终凶手在大量物证面前，犯罪嫌疑人终于认罪伏法。,"张凯,李正伟",,贺双彬
,天津恐怖事件,,简介：本剧根据天津真实灵异事件改编，千年符，万年咒，前世宿命，今生牵绊，善报恶念，终有因果循环，临兵斗者皆阵列在前，前世为驱魔真身的女一（宋西昭），对古物甚是痴迷，偶然发现的西汉符咒，令她无法自拔，却引来了西汉新娘身影的不断出现，生活却也因此发生了翻天覆地的变化，身边众人因此接连死亡，盗墓狂人周二（八两金饰）和灵异侦探（钟离）的介入令事件更加的扑朔迷离。,李坤泽,,"叶竞生,孙晴晴,陈珂"
,道士捉妖记,,简介：与世无争的小道士，本过着逍遥的生活，因为错手害死了跟随自己的小妖，隐居深山。时过境迁一个女孩诗诗与男友分别，无奈遇到隔世前来“讨债”的狗妖，狗妖为何要纠缠诗诗？诗诗搬来救兵降妖不成反被其伤， 且看隐士小道如何出世降妖。,金云,,"岳野,陈潇,黄毅恒,成佳慧,郭瑜,刘璐"
,爱你咬你,,简介：Coco五人来至人迹罕至的湖边，五人下水嬉玩，面对着Coco曼妙身材，Adam禁不住在水中对Coco毛手毛脚，又窥看对方沐浴更衣，被Coco发现后，Adam竟欲对之强来，身穿比坚尼泳装的Coco慌不择路的逃命，却在茂密丛林中迷路，Coco只好致电向志彦求助，但信号却是时断时续模糊不清，最后更信号中断，叫志彦担忧不已……正当Coco惶恐无助间，发现来自密林中的一座古宅；古宅里，只住着瘫痪的秦老爹、慈祥的秦大妈和他们的呆痴儿子阿东，秦大妈热情招待Coco，又招呼Coco留宿，Coco还以为绝处逢生间，却发觉被反锁在房中！,邓建文,,"姜天阳,李天烨"
,当我成为你,,简介：相貌平平的大学女生苏乔乔一夜之间变成了她的闺蜜“校花女神”林叶，惊慌过后的她试图寻找原本的自己，彻底确认原本的自己消失之后，苏乔乔很快地适应了变化，乐此不疲地享受成为“校花女神”之后的一切——与校草陈晨约会、所行之处全是殷勤.突然卷入一场谋杀案，林叶杀人后让苏乔乔顶罪的阴谋，校草陈晨因为爱情不得不帮助林叶，而陈晨在这个过程中被苏乔乔感动，加上林叶连续杀人，使得陈晨改变主意，最终陈晨拯救了苏乔乔的命运。,边嘉威,,"边嘉威,张雪迎,许梦圆,王一鸣,李炯柱,曲馨雅"
,魔幻西游,,简介：师徒四人取回真经后 因为都已成佛成仙长生不老 历经数百年 在当今时代有着各自生活 不料如来佛祖法器月光宝盒被白骨精盗走 佛祖命唐僧重新召回几位徒弟 历经重重辛苦 夺回宝盒 完成佛祖的任务。,李金豆,,"高鹏飞,王强强,陈岚,朱业兵"
,亲 有妖气,,简介：又名《碎尸惊魂》，主要说的是付波、张小全、林雪薇、孟茹，四人是大学同学，林雪薇在地下室被人抢劫，孟茹挺身而出，付波、张小全赶来救走了林雪薇，而抛下了孤立无援的弱女子孟茹。孟茹惨遭奸杀，怨气深重，化作厉鬼前来索命！三人心中有鬼，终日噩梦连连，虽饱食却不得安宁终日，于是请来了一位驱鬼道士王尘恩 ------ 故事剧情不到最后，看不到真相。,赵水晶,,"朱荣荣,闫薇儿,阿不徐侃,李信睿,丁雅,洪芳"
,诡宅惊魂,,简介：2015年9月12日，为了完成自己的惊悚小说处女作《诡宅惊魂》，阿乐辞去了工作，女友桂梅帮他搜得一处远离市区的复式公寓，以非常低廉的价格租了下来，房东告诫，这屋子里发生过命案，如果害怕，可以离开。阿乐不以为然，在这样的恐怖诡异的地方写惊悚小说或许会更有灵感，他期待自己的作品能够一鸣惊人。,安少,,"同斌,黄成麟,李静雯,李林蔚,陈金星"
,山影迷踪,,"简介：故事发生在上世纪七十年代,安徽省某个村里，市里派来两位专家勘察日本打战时遗留的物品。村民大壮一行人上山发现疑似野人踪迹，于是在秀梅的带领下，发现了瑞恩、河边的巢穴。次日几人再次上山郭德光被抓，发现两人原为日本人。大壮秀梅几人设法成功解救并抓获两人。最后上演双簧“假天皇的劝说”，成功感化送走日本人。",朱浩,,"夏添,许诺,徐冰,王浩南,吕士刚,宝子"
,死侍迷途,,简介：黑社会老大要参加冯小刚导演坐镇的青年导演扶持计划，由于没钱拍片，便从监狱里捞出坐了二十年牢的小弟，寄希望于小弟能把当年抢银行的500万美元赃款挖出来，圆了自己的导演梦。两人在驾车前往挖掘赃款的路上，小弟忽然变得癫狂，非要找个女人破了自己处男之身，老大万般无奈，半路帮小弟一起劫持了一位拦车女孩，孰料，两人由此不知不觉进了别人设计好的陷阱，一步一步走向疯狂与死亡，最后结局反转，真相大白。,崔光辉,,"杜若,王帅,王微微,丁武,李宝"
,护宝奇兵之黑楼魅影,,简介：黑楼坐落在保定郊区附近，因为文革期间关押所谓的“黑五类”得名黑楼。近期出现一个女鬼，令黑楼疑云重重。派出所女民警王潇带着助手小杨，开始在黑楼破案寻找鬼怪的根源。不料解开了一个文物盗宝的谜底并发现了一段因爱成恨的奇缘。黑楼主人夏侯诚的老谋深算，冷虹、莺莺、何铭励之间的爱恨纠葛，文物贩子孟康的死缠烂打。以及最后时刻的“人鬼僵尸大战”，影片触目惊心，步步为营，层层剥茧，诡异恐怖，将观众带到一个奇幻的世界。,冯玉玺,,"艾尚絮,包美美,闫鹿杨,宋嘉豪,胡玺龙"
,非常特警,,简介：极品奇葩丁小凡在每次相亲中总能生出各种意外吓跑约会的姑娘，一 次相亲失败后他跑去印度餐厅吃饭，脑残的揭开了印度舞女的面纱，按印度的规矩丁小凡要和舞女结婚否则就要赔偿一百万。郁闷之下丁小凡跑去酒吧喝酒，却被黑 社会豪哥盯上，卷入到一场犯罪活动中，从而开始了一段惊险搞笑的历程..,唐智灵,,"刘炼,李金莎,伍娇,彭代豪,姜卓君"
,东京有点热,,简介：这是一把刀和一群男女的故事。大学毕业生北上进京寻真爱，无奈卷入一场中国地头蛇与日本黑帮的火拼当中，在这他不但得到了爱情，还得到了基情。,彦宇,,"卢冰铉,薛赫,王瑛瑛"
,非常关系,,简介：作品简介：  唐广庭的父亲突然去世。他继承上亿财产的同时引来了同胞兄弟唐广富的妒忌，以至于父亲祭日他的兄弟都不想去。这份上亿的遗产让他身边的亲人们都有了自己的小算盘。妻子的宝马车，儿子的结婚清单，女儿的房产，兄弟的咄咄逼人，前妻索要金钱，小姨子为自己的女儿争取遗产份额，这些要求被他一概拒绝。他身边的亲人为了得到继承遗产的身份绞尽脑汁，沆瀣一气，同流合污，用尽卑鄙之能事陷害他。但解决遗产纠纷的时候，他发现这里面有着不可告人的秘密。,唐朋,,"石三亿,宁玉辉"
,星际阴谋,,简介：李建军带回了姚敏爸爸的骨灰。姚敏觉得其中另有蹊跷，她根据脑海中的记忆找到了这家咖啡厅（招男不招女），姚敏想办法（女扮男装）混进这里工作，在工作期间邂逅了男主。姚敏在寻找答案时意外发现自己是外星人的特殊身份，沈睿知道后一开始不能接受。姚敏调查他爸爸死亡之谜时意外发现，她死去的父亲在此时出现，她才恍然大悟，原来这一切的前因后果都是她爸爸亲手安排的。这扑朔迷离的未解之谜？就让观众一起从影片中寻找答案吧。,韦嘉华,,"何万飞,谢江南,韦中宇,陈英,禹昌华,皱飞"
,爱情与尊严,,简介：青年演员谷琴死拉硬扯的把落魄街头的心爱男友郭尊严拉回家住宿。郭尊严虽然勉强去了，但心里一直觉得这样很丢面子。他们在谷家悄悄拉锯般的争执纠结，一个是为了疼爱对方，一个则是为了对方的清白。郭尊严还曾翻窗离开，结果又回来取手机而被警察误认为是小偷。当郭尊严嬉皮笑脸的说他们这是“非法同居”时，主动热情的谷琴，在关键时刻捍卫了自己的基本尊严，并在精神上征服了男友。郭尊严终于发现女友谷琴最珍贵的品质而无限惭愧。他们经历了先是被父母怀疑责怪，后来理解宽容，彼此坚持而觉醒的一夜，完成了人生路上的一次涅槃。本片轻松搞笑、时尚幽默，具有温馨美好、积极向上的正能量。,关智心,,"郭晴晴,杜飞"
,我的师父黑无常,,简介：法力超群的地狱黑无常——黑吾带着18岁美女徒弟玩转人间杀妖，黑吾当年偷了地狱至尊法宝被地狱使者追杀了18年，层层揭秘故事的真相是一场涉及“人神妖”，乃至六道安危的大阴谋……,曾楚雄,,"郭云飞,张欣奕"
,拳霸女团,,简介：集功夫打拳、歌唱舞蹈才华于一身的帅女孩盛尚与地下黑拳组织有染，被韩国归国的元气美少女韩箫梦劝解后加入了女子舞团。然而正值比赛关键之际，看好盛尚打拳的黑帮组织绑架了韩箫梦。为了自己的伙伴，盛尚只能重回地下黑拳场，用拳头救出朋友。,方放,,"张米伽,伍莹"
,恐怖画廊,,简介：男主一直在学校被同学欺负，有一天，他突然在梦里发现了一座画廊，只要你把某人的照片挂到画廊的墙上，醒来后再把那人的照片撕毁，就会导致照片主人的意外死亡……凭借着这种手段，男主成功复仇。直到有一天，他再次进入那座画廊时，发现自己的照片也被挂到了墙上！于是……,铁军,,"杨润坤,陈扬子"
